date,district,temperature_c,rainfall_mm,humidity_pct,wind_speed_kmh,pressure_hpa
2023-04-17,Chitwan,31.7,12.7,65.1,9.8,994.7
2023-04-18,Chitwan,29.5,14.2,63.8,5.9,995.6
2023-04-19,Chitwan,25.3,0.0,57.7,5.6,995.6
2023-04-20,Chitwan,30.4,0.0,48.9,5.9,999.3
2023-04-21,Chitwan,31.1,19.8,70.1,3.7,992.6
2023-04-22,Chitwan,27.9,2.2,58.9,5.4,997.9
2023-04-23,Chitwan,29.3,7.6,59.4,3.0,991.8
2023-04-24,Chitwan,30.5,17.5,69.0,3.3,995.7
2023-04-25,Chitwan,33.2,9.2,63.4,6.4,998.1
2023-04-26,Chitwan,29.2,9.1,53.5,5.8,996.7
2023-04-27,Chitwan,31.7,12.1,56.3,6.5,994.1
2023-04-28,Chitwan,30.6,0.0,55.7,7.1,995.9
2023-04-29,Chitwan,30.5,19.5,67.6,3.7,1000.0
2023-04-30,Chitwan,32.8,0.0,52.3,4.4,993.2
2023-05-01,Chitwan,28.6,16.8,71.3,6.2,996.7
2023-05-02,Chitwan,30.9,23.6,68.9,2.8,997.9
2023-05-03,Chitwan,30.6,7.5,48.9,1.1,993.8
2023-05-04,Chitwan,27.6,17.8,77.5,1.8,1000.2
2023-05-05,Chitwan,33.2,27.1,82.7,3.2,1001.2
2023-05-06,Chitwan,32.4,25.0,81.0,3.7,998.3
2023-05-07,Chitwan,31.0,28.8,72.4,5.3,998.3
2023-05-08,Chitwan,30.5,0.0,54.6,8.0,989.8
2023-05-09,Chitwan,31.1,0.0,48.7,3.9,991.0
2023-05-10,Chitwan,32.6,16.0,67.5,3.1,994.7
2023-05-11,Chitwan,31.3,24.2,72.6,2.2,993.0
2023-05-12,Chitwan,30.0,30.3,73.8,2.9,996.9
2023-05-13,Chitwan,30.4,13.8,68.6,2.9,986.5
2023-05-14,Chitwan,31.5,5.3,57.9,4.7,996.9
2023-05-15,Chitwan,29.7,36.2,92.6,2.9,994.5
2023-05-16,Chitwan,32.3,25.3,75.7,3.6,993.4
2023-05-17,Chitwan,30.1,20.5,58.7,3.4,1000.7
2023-05-18,Chitwan,29.9,0.0,45.9,4.4,994.1
2023-05-19,Chitwan,38.3,3.6,68.4,6.0,990.1
2023-05-20,Chitwan,35.8,0.0,53.2,5.4,996.4
2023-05-21,Chitwan,32.3,17.8,70.4,2.6,996.1
2023-05-22,Chitwan,33.8,23.4,73.8,3.2,994.5
2023-05-23,Chitwan,34.2,23.5,80.9,6.7,1002.1
2023-05-24,Chitwan,32.0,0.0,45.5,7.7,995.6
2023-05-25,Chitwan,32.8,28.4,84.4,2.0,998.0
2023-05-26,Chitwan,31.8,25.8,81.9,1.9,996.0
2023-05-27,Chitwan,34.9,27.4,77.0,10.0,998.8
2023-05-28,Chitwan,35.0,22.7,75.2,2.2,994.0
2023-05-29,Chitwan,35.6,25.3,73.4,2.8,991.8
2023-05-30,Chitwan,33.1,0.0,46.6,3.7,997.3
2023-05-31,Chitwan,36.9,28.1,80.4,2.7,995.9
2023-06-01,Chitwan,32.5,30.4,80.6,2.8,997.4
2023-06-02,Chitwan,36.7,28.7,79.3,2.8,993.1
2023-06-03,Chitwan,31.8,45.4,93.7,4.7,996.4
2023-06-04,Chitwan,30.1,18.7,66.9,1.7,990.2
2023-06-05,Chitwan,36.8,0.0,62.5,6.7,993.6
2023-06-06,Chitwan,34.1,44.9,91.0,1.9,992.9
2023-06-07,Chitwan,33.9,25.3,77.9,9.4,996.5
2023-06-08,Chitwan,32.1,0.0,53.6,3.3,993.5
2023-06-09,Chitwan,31.2,0.0,60.3,3.1,990.9
2023-06-10,Chitwan,31.4,25.2,75.7,1.6,993.3
2023-06-11,Chitwan,33.2,0.0,54.6,1.5,996.8
2023-06-12,Chitwan,32.6,34.0,88.2,4.1,995.4
2023-06-13,Chitwan,29.1,11.0,55.2,1.6,992.8
2023-06-14,Chitwan,36.4,0.0,53.6,2.7,997.5
2023-06-15,Chitwan,32.1,17.3,65.8,5.9,999.7
2023-06-16,Chitwan,35.5,43.7,91.8,4.6,997.7
2023-06-17,Chitwan,31.6,49.6,96.3,3.5,988.1
2023-06-18,Chitwan,33.3,51.3,96.0,4.4,995.7
2023-06-19,Chitwan,34.9,33.8,78.5,5.9,994.6
2023-06-20,Chitwan,34.7,24.2,74.2,3.2,988.9
2023-06-21,Chitwan,32.5,33.8,83.7,6.6,991.1
2023-06-22,Chitwan,34.0,18.8,69.1,4.1,997.4
2023-06-23,Chitwan,34.3,58.6,100.0,7.5,995.6
2023-06-24,Chitwan,32.7,45.0,94.1,4.3,995.2
2023-06-25,Chitwan,30.7,34.3,82.5,1.9,993.0
2023-06-26,Chitwan,31.7,43.0,77.7,2.7,998.2
2023-06-27,Chitwan,32.2,24.8,73.7,4.0,991.3
2023-06-28,Chitwan,33.0,17.3,72.0,15.1,992.3
2023-06-29,Chitwan,36.1,3.6,56.5,2.6,994.0
2023-06-30,Chitwan,34.7,32.4,82.4,12.9,990.4
2023-07-01,Chitwan,31.2,28.8,76.9,7.0,992.4
2023-07-02,Chitwan,36.5,38.1,86.6,7.2,998.2
2023-07-03,Chitwan,32.6,31.8,87.4,5.9,992.5
2023-07-04,Chitwan,34.1,37.8,89.2,12.3,997.3
2023-07-05,Chitwan,30.8,0.0,48.5,2.8,996.9
2023-07-06,Chitwan,31.8,13.3,57.3,6.9,994.5
2023-07-07,Chitwan,34.7,43.2,91.8,2.1,990.7
2023-07-08,Chitwan,30.8,26.9,82.4,2.8,995.2
2023-07-09,Chitwan,32.7,38.8,77.7,6.2,988.7
2023-07-10,Chitwan,33.4,45.4,90.3,7.3,993.4
2023-07-11,Chitwan,30.4,45.6,100.0,5.3,995.7
2023-07-12,Chitwan,28.8,34.0,80.9,1.5,997.6
2023-07-13,Chitwan,34.2,0.0,67.6,2.5,994.5
2023-07-14,Chitwan,38.0,43.9,86.0,1.9,993.2
2023-07-15,Chitwan,33.1,12.9,62.1,3.9,992.9
2023-07-16,Chitwan,33.5,20.1,67.6,1.9,993.6
2023-07-17,Chitwan,30.3,28.8,71.6,2.9,996.9
2023-07-18,Chitwan,35.0,15.1,58.6,2.9,996.1
2023-07-19,Chitwan,31.2,28.8,76.9,8.3,994.9
2023-07-20,Chitwan,34.2,28.1,78.2,3.0,996.9
2023-07-21,Chitwan,33.0,0.0,51.4,12.7,995.0
2023-07-22,Chitwan,33.0,31.5,77.8,3.3,991.0
2023-07-23,Chitwan,32.9,0.0,62.2,5.7,991.7
2023-07-24,Chitwan,32.7,39.4,91.4,4.8,996.8
2023-07-25,Chitwan,32.1,31.0,78.5,4.4,990.9
2023-07-26,Chitwan,33.4,27.6,79.2,6.9,993.9
2023-07-27,Chitwan,29.9,31.1,71.7,4.1,994.7
2023-07-28,Chitwan,30.8,31.2,81.3,2.9,991.9
2023-07-29,Chitwan,34.1,63.2,100.0,6.3,990.0
2023-07-30,Chitwan,31.5,13.1,63.6,2.3,991.5
2023-07-31,Chitwan,30.4,19.6,70.8,3.4,989.6
2023-08-01,Chitwan,33.0,17.7,68.5,6.9,996.8
2023-08-02,Chitwan,32.5,34.2,75.8,3.8,996.2
2023-08-03,Chitwan,28.1,33.5,90.2,5.4,992.7
2023-08-04,Chitwan,32.1,0.0,59.8,4.9,990.9
2023-08-05,Chitwan,30.8,41.1,85.9,3.0,998.5
2023-08-06,Chitwan,31.9,34.5,73.8,3.9,996.3
2023-08-07,Chitwan,30.4,0.0,42.7,2.3,993.1
2023-08-08,Chitwan,31.2,0.0,65.0,7.6,998.6
2023-08-09,Chitwan,26.5,4.3,57.6,3.4,995.4
2023-08-10,Chitwan,28.2,37.1,88.5,7.9,996.0
2023-08-11,Chitwan,31.4,14.0,61.5,3.7,991.9
2023-08-12,Chitwan,35.1,31.5,78.7,5.7,990.5
2023-08-13,Chitwan,30.4,0.0,53.7,2.3,990.3
2023-08-14,Chitwan,28.2,27.7,78.4,7.2,1001.2
2023-08-15,Chitwan,29.7,14.4,67.0,3.8,992.5
2023-08-16,Chitwan,27.6,38.8,81.4,3.1,995.2
2023-08-17,Chitwan,31.7,13.1,60.8,2.1,996.4
2023-08-18,Chitwan,29.2,34.9,82.5,17.0,994.9
2023-08-19,Chitwan,31.1,11.3,55.3,1.9,994.5
2023-08-20,Chitwan,28.6,0.0,50.9,12.5,994.5
2023-08-21,Chitwan,31.1,44.6,89.9,10.2,996.4
2023-08-22,Chitwan,25.4,49.7,96.7,1.9,991.9
2023-08-23,Chitwan,28.6,8.9,69.6,4.0,993.7
2023-08-24,Chitwan,29.5,17.9,66.9,3.8,988.1
2023-08-25,Chitwan,27.7,19.4,70.7,4.1,989.4
2023-08-26,Chitwan,28.9,46.0,82.5,4.9,991.1
2023-08-27,Chitwan,28.7,23.2,75.2,8.0,997.6
2023-08-28,Chitwan,30.0,33.6,77.3,2.1,994.2
2023-08-29,Chitwan,29.0,25.9,74.2,3.8,997.1
2023-08-30,Chitwan,28.4,11.8,66.8,3.1,996.2
2023-08-31,Chitwan,29.3,5.7,62.1,3.0,995.8
2023-09-01,Chitwan,24.7,16.6,61.0,4.2,992.2
2023-09-02,Chitwan,25.7,41.7,92.4,3.6,995.2
2023-09-03,Chitwan,24.3,23.5,73.6,1.2,995.8
2023-09-04,Chitwan,28.1,29.7,85.1,4.9,1001.6
2023-09-05,Chitwan,27.7,0.0,62.3,1.5,994.0
2023-09-06,Chitwan,29.5,17.5,77.0,7.5,997.2
2023-09-07,Chitwan,27.3,25.9,68.6,4.5,994.6
2023-09-08,Chitwan,25.2,10.9,65.7,3.4,992.9
2023-09-09,Chitwan,26.6,18.5,61.9,1.8,997.6
2023-09-10,Chitwan,22.4,12.1,71.2,5.0,1000.7
2023-09-11,Chitwan,25.2,24.3,81.7,4.0,995.8
2023-09-12,Chitwan,21.2,20.8,76.5,4.2,993.0
2023-09-13,Chitwan,26.4,22.3,70.7,4.5,996.4
2023-09-14,Chitwan,25.1,23.2,76.3,5.9,995.8
2023-09-15,Chitwan,25.2,15.3,64.5,4.9,1001.6
2023-09-16,Chitwan,23.5,23.1,73.5,9.7,997.2
2023-09-17,Chitwan,23.9,12.3,64.4,5.9,992.2
2023-09-18,Chitwan,26.5,19.7,60.8,4.9,998.8
2023-09-19,Chitwan,22.1,3.3,53.6,4.3,997.3
2023-09-20,Chitwan,25.8,10.5,74.8,2.4,997.8
2023-09-21,Chitwan,23.0,28.3,77.2,1.7,996.3
2023-09-22,Chitwan,21.2,17.8,70.0,1.2,998.0
2023-09-23,Chitwan,26.8,17.4,68.9,5.7,996.3
2023-09-24,Chitwan,26.9,9.2,60.3,4.1,994.2
2023-09-25,Chitwan,23.0,7.5,61.2,6.0,995.4
2023-09-26,Chitwan,22.9,11.6,62.2,9.3,994.7
2023-09-27,Chitwan,23.3,12.3,53.4,3.8,996.0
2023-09-28,Chitwan,22.1,21.8,76.4,1.9,995.2
2023-09-29,Chitwan,22.3,16.9,76.6,7.1,994.1
2023-09-30,Chitwan,24.3,12.2,58.9,3.6,994.5
2023-10-01,Chitwan,27.4,11.7,62.3,2.9,995.0
2023-10-02,Chitwan,22.4,14.5,74.1,2.8,989.7
2023-10-03,Chitwan,25.1,5.1,55.2,5.7,998.1
2023-10-04,Chitwan,23.6,2.4,58.9,5.6,996.0
2023-10-05,Chitwan,19.4,13.3,87.3,8.1,993.2
2023-10-06,Chitwan,22.6,10.2,66.3,2.2,996.8
2023-10-07,Chitwan,22.2,4.6,59.0,2.2,993.5
2023-10-08,Chitwan,25.3,1.5,60.6,4.6,993.5
2023-10-09,Chitwan,25.2,12.4,68.8,4.9,996.1
2023-10-10,Chitwan,22.9,7.0,57.3,7.5,999.3
2023-10-11,Chitwan,24.4,10.0,54.3,7.8,995.8
2023-10-12,Chitwan,21.6,7.5,64.0,4.5,992.7
2023-10-13,Chitwan,24.0,8.0,65.1,8.1,993.9
2023-10-14,Chitwan,21.8,6.0,58.3,4.0,997.5
2023-10-15,Chitwan,23.7,7.4,69.1,4.0,996.2
2023-10-16,Chitwan,23.8,9.1,69.5,3.6,997.9
2023-10-17,Chitwan,22.7,6.4,64.0,2.1,996.2
2023-10-18,Chitwan,19.6,6.0,58.4,1.7,997.3
2023-10-19,Chitwan,20.1,0.0,44.5,4.5,1001.0
2023-10-20,Chitwan,22.4,8.3,60.8,7.2,990.9
2023-10-21,Chitwan,22.5,3.5,48.6,2.8,1002.2
2023-10-22,Chitwan,21.0,6.1,48.1,7.7,997.8
2023-10-23,Chitwan,19.9,4.7,62.0,9.1,1002.9
2023-10-24,Chitwan,20.8,5.8,65.5,3.4,992.1
2023-10-25,Chitwan,19.7,8.8,52.3,1.5,996.1
2023-10-26,Chitwan,19.6,6.2,58.7,3.6,995.5
2023-10-27,Chitwan,24.0,9.8,62.8,2.3,997.7
2023-10-28,Chitwan,19.0,5.6,58.0,7.2,996.4
2023-10-29,Chitwan,20.9,4.6,51.8,4.7,996.1
2023-10-30,Chitwan,20.1,4.8,65.5,1.5,997.3
2023-10-31,Chitwan,17.2,4.9,52.2,5.4,994.7
2023-11-01,Chitwan,17.0,5.1,49.3,7.5,993.5
2023-11-02,Chitwan,19.3,2.6,50.2,4.3,996.4
2023-11-03,Chitwan,15.4,0.0,57.4,3.2,993.4
2023-11-04,Chitwan,22.9,2.9,56.0,5.2,994.6
2023-11-05,Chitwan,18.4,0.0,51.1,10.3,990.7
2023-11-06,Chitwan,18.2,0.0,57.6,8.2,995.2
2023-11-07,Chitwan,21.4,4.0,59.9,2.0,992.2
2023-11-08,Chitwan,18.6,1.4,44.6,4.6,994.9
2023-11-09,Chitwan,20.1,4.1,60.9,2.3,991.7
2023-11-10,Chitwan,17.6,2.8,63.1,3.1,994.9
2023-11-11,Chitwan,18.7,0.9,55.1,8.6,997.7
2023-11-12,Chitwan,20.5,4.4,57.3,4.6,993.2
2023-11-13,Chitwan,16.7,0.0,64.5,2.4,992.2
2023-11-14,Chitwan,19.4,3.0,53.9,3.5,997.3
2023-11-15,Chitwan,13.5,3.7,57.1,6.4,997.7
2023-11-16,Chitwan,20.8,4.4,60.2,3.0,996.3
2023-11-17,Chitwan,17.1,0.0,55.2,4.8,993.6
2023-11-18,Chitwan,17.9,0.0,53.6,3.1,993.1
2023-11-19,Chitwan,17.8,0.0,55.4,3.3,994.0
2023-11-20,Chitwan,16.0,0.0,62.8,9.2,994.8
2023-11-21,Chitwan,15.8,3.7,62.0,4.5,989.8
2023-11-22,Chitwan,18.9,4.8,58.5,5.7,992.1
2023-11-23,Chitwan,18.9,1.9,52.2,4.5,998.8
2023-11-24,Chitwan,15.9,0.0,51.3,1.8,995.6
2023-11-25,Chitwan,18.7,0.0,59.8,2.2,998.7
2023-11-26,Chitwan,18.7,0.0,47.0,9.1,998.0
2023-11-27,Chitwan,16.8,2.0,68.6,8.5,994.1
2023-11-28,Chitwan,14.9,0.4,55.2,4.4,994.1
2023-11-29,Chitwan,17.4,1.6,49.4,2.6,997.9
2023-11-30,Chitwan,18.1,0.8,56.5,1.6,997.3
2023-12-01,Chitwan,17.3,0.0,51.0,13.5,998.0
2023-12-02,Chitwan,16.1,0.0,52.9,2.1,995.0
2023-12-03,Chitwan,18.2,0.5,47.8,2.7,995.4
2023-12-04,Chitwan,19.8,0.0,53.8,3.0,994.2
2023-12-05,Chitwan,15.7,0.0,44.4,2.6,994.8
2023-12-06,Chitwan,16.6,0.0,52.0,4.2,992.9
2023-12-07,Chitwan,22.6,0.0,50.9,12.5,994.8
2023-12-08,Chitwan,17.7,2.4,54.4,3.8,994.5
2023-12-09,Chitwan,14.6,0.0,51.2,5.0,993.6
2023-12-10,Chitwan,16.1,0.0,55.2,6.0,997.4
2023-12-11,Chitwan,15.6,0.4,59.8,6.8,990.8
2023-12-12,Chitwan,17.8,0.0,56.8,4.4,996.0
2023-12-13,Chitwan,17.7,2.7,63.7,2.5,992.2
2023-12-14,Chitwan,15.8,2.3,54.3,6.0,992.5
2023-12-15,Chitwan,20.7,0.0,56.6,10.3,992.7
2023-12-16,Chitwan,17.2,0.0,56.8,2.9,996.4
2023-12-17,Chitwan,16.1,0.0,60.8,5.2,988.2
2023-12-18,Chitwan,14.6,0.0,51.3,6.2,995.5
2023-12-19,Chitwan,15.2,0.0,58.9,3.3,995.1
2023-12-20,Chitwan,14.5,0.0,50.7,6.8,992.1
2023-12-21,Chitwan,16.6,0.0,52.2,8.1,995.5
2023-12-22,Chitwan,15.2,0.7,53.8,5.2,991.4
2023-12-23,Chitwan,18.6,0.0,57.3,6.7,994.9
2023-12-24,Chitwan,15.9,0.0,49.6,3.8,991.2
2023-12-25,Chitwan,18.7,0.0,50.3,2.1,1001.2
2023-12-26,Chitwan,18.0,0.7,52.3,2.4,997.6
2023-12-27,Chitwan,18.4,0.0,55.2,11.5,995.7
2023-12-28,Chitwan,18.9,0.0,50.3,8.2,992.1
2023-12-29,Chitwan,21.1,1.3,57.4,2.3,994.2
2023-12-30,Chitwan,15.5,1.9,54.7,2.2,994.3
2023-12-31,Chitwan,18.9,1.1,59.2,6.1,995.7
2024-01-01,Chitwan,18.0,0.9,56.0,17.3,996.2
2024-01-02,Chitwan,19.4,0.0,63.8,4.5,995.7
2024-01-03,Chitwan,17.5,0.0,55.6,2.7,996.0
2024-01-04,Chitwan,19.7,0.0,48.9,7.1,994.5
2024-01-05,Chitwan,14.8,1.2,54.9,8.9,996.0
2024-01-06,Chitwan,15.4,0.9,55.8,6.1,993.1
2024-01-07,Chitwan,16.3,0.6,50.9,5.6,991.8
2024-01-08,Chitwan,17.3,0.0,62.6,2.3,1000.5
2024-01-09,Chitwan,17.6,0.9,54.2,7.1,996.2
2024-01-10,Chitwan,16.1,1.3,52.8,6.2,1000.4
2024-01-11,Chitwan,15.7,0.0,55.9,3.5,994.2
2024-01-12,Chitwan,16.4,0.0,50.5,2.0,1002.2
2024-01-13,Chitwan,14.3,0.0,59.8,3.3,995.2
2024-01-14,Chitwan,17.2,0.0,58.8,4.3,998.4
2024-01-15,Chitwan,17.7,2.0,57.3,6.4,995.1
2024-01-16,Chitwan,18.8,0.0,58.0,7.1,995.5
2024-01-17,Chitwan,18.3,1.2,53.5,4.0,994.7
2024-01-18,Chitwan,21.6,0.0,47.5,3.8,993.5
2024-01-19,Chitwan,19.8,0.0,53.4,7.9,997.9
2024-01-20,Chitwan,19.7,1.3,53.5,5.3,995.0
2024-01-21,Chitwan,19.0,0.0,44.8,6.1,997.5
2024-01-22,Chitwan,19.4,1.6,51.0,3.5,997.7
2024-01-23,Chitwan,18.0,0.7,49.4,7.8,999.2
2024-01-24,Chitwan,18.7,1.9,51.3,3.0,996.3
2024-01-25,Chitwan,22.4,0.0,61.7,12.5,990.5
2024-01-26,Chitwan,18.5,0.8,58.2,2.2,994.0
2024-01-27,Chitwan,16.1,0.0,59.8,4.5,994.9
2024-01-28,Chitwan,20.2,1.4,58.7,2.1,995.0
2024-01-29,Chitwan,20.7,0.0,60.4,5.9,999.0
2024-01-30,Chitwan,19.3,0.0,55.1,8.4,998.4
2024-01-31,Chitwan,15.4,0.0,62.6,6.1,994.6
2024-02-01,Chitwan,21.8,0.9,49.6,3.4,1002.3
2024-02-02,Chitwan,19.8,0.0,54.7,2.1,994.0
2024-02-03,Chitwan,18.8,1.4,51.0,3.4,994.2
2024-02-04,Chitwan,21.9,0.9,61.9,6.2,991.7
2024-02-05,Chitwan,15.6,0.0,57.1,2.4,990.3
2024-02-06,Chitwan,19.9,0.0,60.9,1.7,991.5
2024-02-07,Chitwan,18.7,2.4,49.9,3.8,998.0
2024-02-08,Chitwan,22.9,0.0,52.0,2.1,997.2
2024-02-09,Chitwan,20.5,0.0,46.1,5.1,992.3
2024-02-10,Chitwan,18.4,1.6,58.1,4.0,995.3
2024-02-11,Chitwan,22.5,0.0,52.9,3.7,997.4
2024-02-12,Chitwan,15.4,1.0,59.6,13.4,988.9
2024-02-13,Chitwan,21.5,0.0,55.2,5.6,1000.3
2024-02-14,Chitwan,18.1,0.0,44.3,1.2,998.2
2024-02-15,Chitwan,19.8,0.0,46.7,12.3,997.4
2024-02-16,Chitwan,20.3,0.0,55.4,4.4,998.6
2024-02-17,Chitwan,22.8,0.0,57.3,3.5,988.9
2024-02-18,Chitwan,25.5,0.0,43.9,4.9,994.3
2024-02-19,Chitwan,17.6,1.1,55.5,2.2,998.8
2024-02-20,Chitwan,22.2,0.0,49.9,4.0,995.0
2024-02-21,Chitwan,25.8,0.0,49.4,7.6,997.2
2024-02-22,Chitwan,20.4,1.0,52.5,3.6,999.3
2024-02-23,Chitwan,20.4,0.0,55.6,3.1,997.1
2024-02-24,Chitwan,22.3,0.0,51.5,2.8,994.2
2024-02-25,Chitwan,23.6,2.4,47.0,6.9,996.7
2024-02-26,Chitwan,23.4,2.9,57.9,5.2,990.0
2024-02-27,Chitwan,21.5,0.0,53.2,12.3,996.5
2024-02-28,Chitwan,20.7,0.0,50.3,11.2,997.2
2024-02-29,Chitwan,25.1,0.0,53.5,3.8,995.5
2024-03-01,Chitwan,21.0,0.0,53.3,6.0,998.5
2024-03-02,Chitwan,18.9,0.0,55.2,3.4,995.8
2024-03-03,Chitwan,19.9,0.0,53.8,3.1,995.4
2024-03-04,Chitwan,21.8,3.1,58.3,3.0,1000.5
2024-03-05,Chitwan,26.1,0.0,54.8,2.8,992.1
2024-03-06,Chitwan,20.8,2.1,60.8,7.7,999.2
2024-03-07,Chitwan,26.4,0.0,62.9,3.1,998.9
2024-03-08,Chitwan,26.1,0.0,54.9,3.5,997.5
2024-03-09,Chitwan,24.1,0.0,51.9,5.1,993.8
2024-03-10,Chitwan,18.7,3.2,50.4,4.9,996.0
2024-03-11,Chitwan,21.5,2.0,59.8,4.6,992.6
2024-03-12,Chitwan,22.8,2.2,52.2,8.5,993.3
2024-03-13,Chitwan,27.6,4.2,70.1,3.1,995.4
2024-03-14,Chitwan,23.2,4.4,72.4,2.8,992.3
2024-03-15,Chitwan,22.9,3.3,56.6,1.1,994.3
2024-03-16,Chitwan,25.0,1.3,47.7,6.1,991.7
2024-03-17,Chitwan,21.9,5.8,62.9,6.0,997.0
2024-03-18,Chitwan,24.8,3.4,68.2,8.0,999.9
2024-03-19,Chitwan,23.4,7.9,54.8,3.7,1001.6
2024-03-20,Chitwan,30.5,4.2,67.9,4.1,991.9
2024-03-21,Chitwan,23.4,0.0,45.8,7.5,992.4
2024-03-22,Chitwan,29.3,4.0,50.9,3.4,994.9
2024-03-23,Chitwan,23.3,5.5,60.9,4.4,997.5
2024-03-24,Chitwan,26.2,12.5,70.1,8.4,994.7
2024-03-25,Chitwan,26.8,4.7,58.4,5.9,998.2
2024-03-26,Chitwan,26.2,0.0,57.2,3.7,996.9
2024-03-27,Chitwan,26.3,6.1,65.4,7.4,990.0
2024-03-28,Chitwan,28.0,8.9,68.2,4.2,995.5
2024-03-29,Chitwan,27.2,1.4,53.0,7.5,991.6
2024-03-30,Chitwan,26.2,11.6,60.0,5.2,993.6
2024-03-31,Chitwan,25.3,7.7,66.4,3.3,994.1
2024-04-01,Chitwan,26.4,0.0,57.3,2.3,997.6
2024-04-02,Chitwan,26.6,9.9,65.9,6.7,995.3
2024-04-03,Chitwan,26.6,8.0,58.1,7.1,993.9
2024-04-04,Chitwan,27.3,4.2,61.6,9.1,1001.6
2024-04-05,Chitwan,24.5,0.2,49.7,6.2,992.7
2024-04-06,Chitwan,25.4,14.5,67.8,3.9,996.2
2024-04-07,Chitwan,29.2,0.0,55.6,5.1,997.3
2024-04-08,Chitwan,23.2,6.8,61.0,4.6,995.8
2024-04-09,Chitwan,30.2,7.3,64.7,3.9,992.6
2024-04-10,Chitwan,26.8,15.2,62.1,2.2,992.5
2024-04-11,Chitwan,31.4,7.9,64.7,2.3,997.2
2024-04-12,Chitwan,30.7,0.0,55.1,6.9,998.5
2024-04-13,Chitwan,27.7,9.1,58.3,2.8,995.2
2024-04-14,Chitwan,28.0,5.4,52.7,3.7,991.4
2024-04-15,Chitwan,31.8,15.2,76.6,1.8,995.4
2024-04-16,Chitwan,31.3,16.5,67.9,1.8,999.9
2024-04-17,Chitwan,30.8,8.6,60.1,2.8,992.3
2024-04-18,Chitwan,31.2,12.0,58.9,6.7,994.4
2024-04-19,Chitwan,26.9,13.0,70.8,7.0,995.5
2024-04-20,Chitwan,29.6,0.0,60.1,4.9,998.6
2024-04-21,Chitwan,27.8,23.5,77.9,3.0,993.7
2024-04-22,Chitwan,27.2,0.0,54.7,9.6,996.8
2024-04-23,Chitwan,29.9,0.0,58.8,3.7,999.5
2024-04-24,Chitwan,28.8,13.2,61.4,10.1,990.9
2024-04-25,Chitwan,29.4,9.1,63.4,5.5,991.4
2024-04-26,Chitwan,28.9,4.6,58.4,7.7,995.1
2024-04-27,Chitwan,27.5,0.0,56.3,7.7,998.3
2024-04-28,Chitwan,33.5,18.8,61.0,1.6,996.3
2024-04-29,Chitwan,30.5,15.9,77.1,2.3,998.5
2024-04-30,Chitwan,27.4,15.8,75.7,3.5,990.2
2024-05-01,Chitwan,30.8,10.6,57.7,2.8,996.4
2024-05-02,Chitwan,33.5,18.6,72.8,5.7,986.8
2024-05-03,Chitwan,32.5,18.4,62.3,6.0,999.3
2024-05-04,Chitwan,29.7,21.0,72.2,3.4,998.9
2024-05-05,Chitwan,29.8,20.3,60.3,3.2,994.3
2024-05-06,Chitwan,29.0,21.2,70.5,7.4,988.4
2024-05-07,Chitwan,29.5,28.4,75.3,3.2,994.7
2024-05-08,Chitwan,29.7,23.3,79.4,8.2,998.7
2024-05-09,Chitwan,28.2,23.0,81.7,5.0,996.6
2024-05-10,Chitwan,30.4,5.9,68.2,5.0,1000.9
2024-05-11,Chitwan,32.0,28.3,83.4,2.5,994.4
2024-05-12,Chitwan,30.6,17.8,69.7,6.5,1001.4
2024-05-13,Chitwan,31.9,21.2,73.9,2.3,989.3
2024-05-14,Chitwan,34.8,10.2,65.1,6.5,993.1
2024-05-15,Chitwan,35.3,38.8,80.1,6.0,991.4
2024-05-16,Chitwan,31.6,0.2,60.9,6.1,997.5
2024-05-17,Chitwan,33.6,34.7,86.2,6.0,991.7
2024-05-18,Chitwan,31.5,0.0,58.7,7.3,998.3
2024-05-19,Chitwan,31.0,5.3,47.8,5.6,997.4
2024-05-20,Chitwan,29.8,41.1,90.1,1.6,995.9
2024-05-21,Chitwan,32.2,0.0,60.0,5.3,995.0
2024-05-22,Chitwan,34.3,1.3,56.0,2.7,992.2
2024-05-23,Chitwan,29.6,19.5,68.1,2.0,997.1
2024-05-24,Chitwan,31.7,28.8,71.2,2.4,993.8
2024-05-25,Chitwan,31.6,40.5,80.2,3.0,997.6
2024-05-26,Chitwan,32.9,20.3,72.0,6.2,999.8
2024-05-27,Chitwan,32.9,0.0,53.8,3.7,994.4
2024-05-28,Chitwan,33.5,39.3,85.2,7.3,999.3
2024-05-29,Chitwan,36.3,0.0,62.6,2.9,995.9
2024-05-30,Chitwan,30.8,2.7,50.9,3.8,997.1
2024-05-31,Chitwan,30.8,29.1,76.6,3.0,991.3
2024-06-01,Chitwan,33.1,0.0,63.5,1.4,993.2
2024-06-02,Chitwan,35.6,0.0,53.4,4.5,993.2
2024-06-03,Chitwan,29.8,17.6,69.4,16.0,999.3
2024-06-04,Chitwan,33.4,20.1,70.2,2.0,994.3
2024-06-05,Chitwan,32.4,23.3,77.2,6.5,997.2
2024-06-06,Chitwan,34.5,30.8,69.4,7.4,995.1
2024-06-07,Chitwan,34.1,0.0,54.0,4.6,994.2
2024-06-08,Chitwan,33.0,3.9,58.4,2.1,990.9
2024-06-09,Chitwan,33.9,30.5,74.4,13.2,989.6
2024-06-10,Chitwan,31.6,33.4,83.4,5.9,994.3
2024-06-11,Chitwan,34.5,30.0,82.9,10.1,994.5
