date,district,river,river_flow_cumecs,hydro_plant,plant_capacity_mw,generation_mw
2020-04-09,Chitwan,Narayani,39.16,Narayani Hydropower,45.0,33.72
2020-04-10,Chitwan,Narayani,34.12,Narayani Hydropower,45.0,30.07
2020-04-11,Chitwan,Narayani,37.9,Narayani Hydropower,45.0,32.71
2020-04-12,Chitwan,Narayani,50.76,Narayani Hydropower,45.0,40.52
2020-04-13,Chitwan,Narayani,52.57,Narayani Hydropower,45.0,37.96
2020-04-14,Chitwan,Narayani,41.52,Narayani Hydropower,45.0,33.32
2020-04-15,Chitwan,Narayani,54.39,Narayani Hydropower,45.0,38.53
2020-04-16,Chitwan,Narayani,57.05,Narayani Hydropower,45.0,38.07
2020-04-17,Chitwan,Narayani,50.37,Narayani Hydropower,45.0,35.97
2020-04-18,Chitwan,Narayani,56.62,Narayani Hydropower,45.0,41.01
2020-04-19,Chitwan,Narayani,53.5,Narayani Hydropower,45.0,39.06
2020-04-20,Chitwan,Narayani,58.04,Narayani Hydropower,45.0,39.28
2020-04-21,Chitwan,Narayani,45.75,Narayani Hydropower,45.0,35.25
2020-04-22,Chitwan,Narayani,44.67,Narayani Hydropower,45.0,34.98
2020-04-23,Chitwan,Narayani,51.11,Narayani Hydropower,45.0,38.96
2020-04-24,Chitwan,Narayani,46.47,Narayani Hydropower,45.0,36.22
2020-04-25,Chitwan,Narayani,44.52,Narayani Hydropower,45.0,32.0
2020-04-26,Chitwan,Narayani,55.13,Narayani Hydropower,45.0,41.01
2020-04-27,Chitwan,Narayani,58.27,Narayani Hydropower,45.0,39.14
2020-04-28,Chitwan,Narayani,47.87,Narayani Hydropower,45.0,36.69
2020-04-29,Chitwan,Narayani,47.73,Narayani Hydropower,45.0,37.46
2020-04-30,Chitwan,Narayani,57.22,Narayani Hydropower,45.0,39.25
2020-05-01,Chitwan,Narayani,58.95,Narayani Hydropower,45.0,39.95
2020-05-02,Chitwan,Narayani,56.28,Narayani Hydropower,45.0,38.01
2020-05-03,Chitwan,Narayani,65.58,Narayani Hydropower,45.0,38.79
2020-05-04,Chitwan,Narayani,63.68,Narayani Hydropower,45.0,40.3
2020-05-05,Chitwan,Narayani,78.49,Narayani Hydropower,45.0,43.77
2020-05-06,Chitwan,Narayani,77.86,Narayani Hydropower,45.0,41.09
2020-05-07,Chitwan,Narayani,78.35,Narayani Hydropower,45.0,41.04
2020-05-08,Chitwan,Narayani,86.29,Narayani Hydropower,45.0,44.25
2020-05-09,Chitwan,Narayani,83.63,Narayani Hydropower,45.0,41.88
2020-05-10,Chitwan,Narayani,78.57,Narayani Hydropower,45.0,41.46
2020-05-11,Chitwan,Narayani,69.31,Narayani Hydropower,45.0,40.39
2020-05-12,Chitwan,Narayani,65.51,Narayani Hydropower,45.0,40.19
2020-05-13,Chitwan,Narayani,37.76,Narayani Hydropower,45.0,31.17
2020-05-14,Chitwan,Narayani,44.31,Narayani Hydropower,45.0,34.62
2020-05-15,Chitwan,Narayani,56.6,Narayani Hydropower,45.0,38.84
2020-05-16,Chitwan,Narayani,61.93,Narayani Hydropower,45.0,39.91
2020-05-17,Chitwan,Narayani,64.89,Narayani Hydropower,45.0,41.56
2020-05-18,Chitwan,Narayani,77.93,Narayani Hydropower,45.0,44.22
2020-05-19,Chitwan,Narayani,60.79,Narayani Hydropower,45.0,41.22
2020-05-20,Chitwan,Narayani,69.6,Narayani Hydropower,45.0,42.01
2020-05-21,Chitwan,Narayani,55.94,Narayani Hydropower,45.0,38.25
2020-05-22,Chitwan,Narayani,75.37,Narayani Hydropower,45.0,40.85
2020-05-23,Chitwan,Narayani,73.37,Narayani Hydropower,45.0,41.41
2020-05-24,Chitwan,Narayani,82.97,Narayani Hydropower,45.0,43.15
2020-05-25,Chitwan,Narayani,86.74,Narayani Hydropower,45.0,43.77
2020-05-26,Chitwan,Narayani,106.38,Narayani Hydropower,45.0,44.66
2020-05-27,Chitwan,Narayani,89.12,Narayani Hydropower,45.0,42.74
2020-05-28,Chitwan,Narayani,83.85,Narayani Hydropower,45.0,43.48
2020-05-29,Chitwan,Narayani,72.24,Narayani Hydropower,45.0,42.81
2020-05-30,Chitwan,Narayani,61.89,Narayani Hydropower,45.0,40.69
2020-05-31,Chitwan,Narayani,64.06,Narayani Hydropower,45.0,39.99
2020-06-01,Chitwan,Narayani,75.36,Narayani Hydropower,45.0,40.59
2020-06-02,Chitwan,Narayani,71.86,Narayani Hydropower,45.0,40.14
2020-06-03,Chitwan,Narayani,70.73,Narayani Hydropower,45.0,40.21
2020-06-04,Chitwan,Narayani,64.42,Narayani Hydropower,45.0,40.4
2020-06-05,Chitwan,Narayani,56.74,Narayani Hydropower,45.0,39.2
2020-06-06,Chitwan,Narayani,83.17,Narayani Hydropower,45.0,40.62
2020-06-07,Chitwan,Narayani,96.52,Narayani Hydropower,45.0,42.71
2020-06-08,Chitwan,Narayani,106.2,Narayani Hydropower,45.0,44.15
2020-06-09,Chitwan,Narayani,107.86,Narayani Hydropower,45.0,42.71
2020-06-10,Chitwan,Narayani,94.85,Narayani Hydropower,45.0,43.84
2020-06-11,Chitwan,Narayani,98.41,Narayani Hydropower,45.0,43.07
2020-06-12,Chitwan,Narayani,87.49,Narayani Hydropower,45.0,41.85
2020-06-13,Chitwan,Narayani,85.55,Narayani Hydropower,45.0,42.69
2020-06-14,Chitwan,Narayani,91.88,Narayani Hydropower,45.0,43.6
2020-06-15,Chitwan,Narayani,123.69,Narayani Hydropower,45.0,43.23
2020-06-16,Chitwan,Narayani,114.6,Narayani Hydropower,45.0,43.8
2020-06-17,Chitwan,Narayani,107.27,Narayani Hydropower,45.0,44.49
2020-06-18,Chitwan,Narayani,115.65,Narayani Hydropower,45.0,43.15
2020-06-19,Chitwan,Narayani,115.75,Narayani Hydropower,45.0,41.96
2020-06-20,Chitwan,Narayani,94.54,Narayani Hydropower,45.0,41.26
2020-06-21,Chitwan,Narayani,72.86,Narayani Hydropower,45.0,40.81
2020-06-22,Chitwan,Narayani,97.3,Narayani Hydropower,45.0,41.7
2020-06-23,Chitwan,Narayani,78.69,Narayani Hydropower,45.0,41.55
2020-06-24,Chitwan,Narayani,110.23,Narayani Hydropower,45.0,45.0
2020-06-25,Chitwan,Narayani,94.82,Narayani Hydropower,45.0,41.48
2020-06-26,Chitwan,Narayani,92.06,Narayani Hydropower,45.0,42.73
2020-06-27,Chitwan,Narayani,73.3,Narayani Hydropower,45.0,44.03
2020-06-28,Chitwan,Narayani,65.2,Narayani Hydropower,45.0,40.71
2020-06-29,Chitwan,Narayani,69.75,Narayani Hydropower,45.0,40.46
2020-06-30,Chitwan,Narayani,91.02,Narayani Hydropower,45.0,42.83
2020-07-01,Chitwan,Narayani,88.29,Narayani Hydropower,45.0,43.39
2020-07-02,Chitwan,Narayani,89.23,Narayani Hydropower,45.0,45.0
2020-07-03,Chitwan,Narayani,88.16,Narayani Hydropower,45.0,42.15
2020-07-04,Chitwan,Narayani,119.55,Narayani Hydropower,45.0,43.26
2020-07-05,Chitwan,Narayani,101.01,Narayani Hydropower,45.0,41.8
2020-07-06,Chitwan,Narayani,79.73,Narayani Hydropower,45.0,42.23
2020-07-07,Chitwan,Narayani,64.41,Narayani Hydropower,45.0,38.39
2020-07-08,Chitwan,Narayani,110.37,Narayani Hydropower,45.0,43.38
2020-07-09,Chitwan,Narayani,74.2,Narayani Hydropower,45.0,40.36
2020-07-10,Chitwan,Narayani,54.0,Narayani Hydropower,45.0,39.19
2020-07-11,Chitwan,Narayani,67.6,Narayani Hydropower,45.0,39.98
2020-07-12,Chitwan,Narayani,77.34,Narayani Hydropower,45.0,42.35
2020-07-13,Chitwan,Narayani,73.75,Narayani Hydropower,45.0,39.44
2020-07-14,Chitwan,Narayani,81.23,Narayani Hydropower,45.0,42.41
2020-07-15,Chitwan,Narayani,117.83,Narayani Hydropower,45.0,42.62
2020-07-16,Chitwan,Narayani,114.61,Narayani Hydropower,45.0,43.56
2020-07-17,Chitwan,Narayani,96.24,Narayani Hydropower,45.0,45.0
2020-07-18,Chitwan,Narayani,89.7,Narayani Hydropower,45.0,44.14
2020-07-19,Chitwan,Narayani,70.23,Narayani Hydropower,45.0,40.82
2020-07-20,Chitwan,Narayani,47.06,Narayani Hydropower,45.0,39.54
2020-07-21,Chitwan,Narayani,64.83,Narayani Hydropower,45.0,39.05
2020-07-22,Chitwan,Narayani,68.81,Narayani Hydropower,45.0,42.2
2020-07-23,Chitwan,Narayani,66.31,Narayani Hydropower,45.0,38.54
2020-07-24,Chitwan,Narayani,45.83,Narayani Hydropower,45.0,35.43
2020-07-25,Chitwan,Narayani,57.67,Narayani Hydropower,45.0,37.23
2020-07-26,Chitwan,Narayani,101.85,Narayani Hydropower,45.0,43.98
2020-07-27,Chitwan,Narayani,102.31,Narayani Hydropower,45.0,43.74
2020-07-28,Chitwan,Narayani,101.13,Narayani Hydropower,45.0,43.21
2020-07-29,Chitwan,Narayani,84.66,Narayani Hydropower,45.0,43.94
2020-07-30,Chitwan,Narayani,94.31,Narayani Hydropower,45.0,42.51
2020-07-31,Chitwan,Narayani,113.79,Narayani Hydropower,45.0,44.53
2020-08-01,Chitwan,Narayani,110.39,Narayani Hydropower,45.0,45.0
2020-08-02,Chitwan,Narayani,94.51,Narayani Hydropower,45.0,41.33
2020-08-03,Chitwan,Narayani,95.57,Narayani Hydropower,45.0,42.34
2020-08-04,Chitwan,Narayani,87.86,Narayani Hydropower,45.0,42.87
2020-08-05,Chitwan,Narayani,97.75,Narayani Hydropower,45.0,44.26
2020-08-06,Chitwan,Narayani,88.27,Narayani Hydropower,45.0,44.66
2020-08-07,Chitwan,Narayani,92.23,Narayani Hydropower,45.0,42.83
2020-08-08,Chitwan,Narayani,81.63,Narayani Hydropower,45.0,41.88
2020-08-09,Chitwan,Narayani,58.95,Narayani Hydropower,45.0,38.05
2020-08-10,Chitwan,Narayani,75.36,Narayani Hydropower,45.0,42.04
2020-08-11,Chitwan,Narayani,60.97,Narayani Hydropower,45.0,39.12
2020-08-12,Chitwan,Narayani,90.97,Narayani Hydropower,45.0,42.67
2020-08-13,Chitwan,Narayani,109.58,Narayani Hydropower,45.0,43.84
2020-08-14,Chitwan,Narayani,70.77,Narayani Hydropower,45.0,41.73
2020-08-15,Chitwan,Narayani,94.6,Narayani Hydropower,45.0,42.53
2020-08-16,Chitwan,Narayani,58.91,Narayani Hydropower,45.0,38.16
2020-08-17,Chitwan,Narayani,64.12,Narayani Hydropower,45.0,40.55
2020-08-18,Chitwan,Narayani,61.25,Narayani Hydropower,45.0,35.93
2020-08-19,Chitwan,Narayani,59.51,Narayani Hydropower,45.0,38.47
2020-08-20,Chitwan,Narayani,67.76,Narayani Hydropower,45.0,39.22
2020-08-21,Chitwan,Narayani,72.49,Narayani Hydropower,45.0,42.77
2020-08-22,Chitwan,Narayani,58.8,Narayani Hydropower,45.0,38.52
2020-08-23,Chitwan,Narayani,53.87,Narayani Hydropower,45.0,37.3
2020-08-24,Chitwan,Narayani,78.22,Narayani Hydropower,45.0,41.88
2020-08-25,Chitwan,Narayani,103.22,Narayani Hydropower,45.0,42.92
2020-08-26,Chitwan,Narayani,87.73,Narayani Hydropower,45.0,42.28
2020-08-27,Chitwan,Narayani,83.97,Narayani Hydropower,45.0,42.61
2020-08-28,Chitwan,Narayani,68.35,Narayani Hydropower,45.0,40.19
2020-08-29,Chitwan,Narayani,77.46,Narayani Hydropower,45.0,41.32
2020-08-30,Chitwan,Narayani,95.72,Narayani Hydropower,45.0,42.01
2020-08-31,Chitwan,Narayani,75.75,Narayani Hydropower,45.0,40.23
2020-09-01,Chitwan,Narayani,67.04,Narayani Hydropower,45.0,40.58
2020-09-02,Chitwan,Narayani,76.18,Narayani Hydropower,45.0,42.1
2020-09-03,Chitwan,Narayani,69.18,Narayani Hydropower,45.0,39.08
2020-09-04,Chitwan,Narayani,65.42,Narayani Hydropower,45.0,41.17
2020-09-05,Chitwan,Narayani,60.22,Narayani Hydropower,45.0,40.22
2020-09-06,Chitwan,Narayani,64.62,Narayani Hydropower,45.0,41.29
2020-09-07,Chitwan,Narayani,54.65,Narayani Hydropower,45.0,38.47
2020-09-08,Chitwan,Narayani,53.62,Narayani Hydropower,45.0,38.6
2020-09-09,Chitwan,Narayani,60.59,Narayani Hydropower,45.0,41.98
2020-09-10,Chitwan,Narayani,64.36,Narayani Hydropower,45.0,39.71
2020-09-11,Chitwan,Narayani,56.28,Narayani Hydropower,45.0,37.29
2020-09-12,Chitwan,Narayani,46.38,Narayani Hydropower,45.0,34.21
2020-09-13,Chitwan,Narayani,43.68,Narayani Hydropower,45.0,36.82
2020-09-14,Chitwan,Narayani,29.59,Narayani Hydropower,45.0,30.25
2020-09-15,Chitwan,Narayani,35.03,Narayani Hydropower,45.0,30.63
2020-09-16,Chitwan,Narayani,43.57,Narayani Hydropower,45.0,34.18
2020-09-17,Chitwan,Narayani,55.27,Narayani Hydropower,45.0,37.9
2020-09-18,Chitwan,Narayani,52.44,Narayani Hydropower,45.0,38.96
2020-09-19,Chitwan,Narayani,58.29,Narayani Hydropower,45.0,37.43
2020-09-20,Chitwan,Narayani,73.71,Narayani Hydropower,45.0,38.99
2020-09-21,Chitwan,Narayani,58.43,Narayani Hydropower,45.0,41.5
2020-09-22,Chitwan,Narayani,45.36,Narayani Hydropower,45.0,35.87
2020-09-23,Chitwan,Narayani,37.94,Narayani Hydropower,45.0,33.24
2020-09-24,Chitwan,Narayani,43.11,Narayani Hydropower,45.0,34.56
2020-09-25,Chitwan,Narayani,35.79,Narayani Hydropower,45.0,32.3
2020-09-26,Chitwan,Narayani,35.26,Narayani Hydropower,45.0,30.17
2020-09-27,Chitwan,Narayani,25.28,Narayani Hydropower,45.0,25.47
2020-09-28,Chitwan,Narayani,26.4,Narayani Hydropower,45.0,26.93
2020-09-29,Chitwan,Narayani,35.2,Narayani Hydropower,45.0,29.43
2020-09-30,Chitwan,Narayani,42.48,Narayani Hydropower,45.0,34.24
2020-10-01,Chitwan,Narayani,29.86,Narayani Hydropower,45.0,28.56
2020-10-02,Chitwan,Narayani,29.7,Narayani Hydropower,45.0,28.53
2020-10-03,Chitwan,Narayani,37.68,Narayani Hydropower,45.0,32.14
2020-10-04,Chitwan,Narayani,34.38,Narayani Hydropower,45.0,30.27
2020-10-05,Chitwan,Narayani,38.82,Narayani Hydropower,45.0,31.34
2020-10-06,Chitwan,Narayani,42.05,Narayani Hydropower,45.0,34.55
2020-10-07,Chitwan,Narayani,37.42,Narayani Hydropower,45.0,32.28
2020-10-08,Chitwan,Narayani,28.57,Narayani Hydropower,45.0,26.99
2020-10-09,Chitwan,Narayani,23.19,Narayani Hydropower,45.0,24.77
2020-10-10,Chitwan,Narayani,29.74,Narayani Hydropower,45.0,28.56
2020-10-11,Chitwan,Narayani,30.98,Narayani Hydropower,45.0,29.08
2020-10-12,Chitwan,Narayani,33.82,Narayani Hydropower,45.0,28.93
2020-10-13,Chitwan,Narayani,32.78,Narayani Hydropower,45.0,31.04
2020-10-14,Chitwan,Narayani,30.11,Narayani Hydropower,45.0,27.94
2020-10-15,Chitwan,Narayani,31.21,Narayani Hydropower,45.0,29.67
2020-10-16,Chitwan,Narayani,27.07,Narayani Hydropower,45.0,26.6
2020-10-17,Chitwan,Narayani,24.05,Narayani Hydropower,45.0,25.02
2020-10-18,Chitwan,Narayani,26.49,Narayani Hydropower,45.0,27.83
2020-10-19,Chitwan,Narayani,30.81,Narayani Hydropower,45.0,29.87
2020-10-20,Chitwan,Narayani,27.27,Narayani Hydropower,45.0,28.31
2020-10-21,Chitwan,Narayani,23.99,Narayani Hydropower,45.0,25.53
2020-10-22,Chitwan,Narayani,26.61,Narayani Hydropower,45.0,27.29
2020-10-23,Chitwan,Narayani,20.47,Narayani Hydropower,45.0,21.52
2020-10-24,Chitwan,Narayani,25.61,Narayani Hydropower,45.0,26.09
2020-10-25,Chitwan,Narayani,26.64,Narayani Hydropower,45.0,26.81
2020-10-26,Chitwan,Narayani,26.62,Narayani Hydropower,45.0,27.97
2020-10-27,Chitwan,Narayani,20.55,Narayani Hydropower,45.0,22.45
2020-10-28,Chitwan,Narayani,22.49,Narayani Hydropower,45.0,24.42
2020-10-29,Chitwan,Narayani,25.81,Narayani Hydropower,45.0,26.65
2020-10-30,Chitwan,Narayani,21.02,Narayani Hydropower,45.0,23.96
2020-10-31,Chitwan,Narayani,27.82,Narayani Hydropower,45.0,27.6
2020-11-01,Chitwan,Narayani,28.03,Narayani Hydropower,45.0,28.52
2020-11-02,Chitwan,Narayani,25.92,Narayani Hydropower,45.0,25.18
2020-11-03,Chitwan,Narayani,26.23,Narayani Hydropower,45.0,25.44
2020-11-04,Chitwan,Narayani,22.86,Narayani Hydropower,45.0,22.82
2020-11-05,Chitwan,Narayani,21.25,Narayani Hydropower,45.0,23.88
2020-11-06,Chitwan,Narayani,20.38,Narayani Hydropower,45.0,23.13
2020-11-07,Chitwan,Narayani,21.37,Narayani Hydropower,45.0,24.05
2020-11-08,Chitwan,Narayani,19.2,Narayani Hydropower,45.0,21.3
2020-11-09,Chitwan,Narayani,19.16,Narayani Hydropower,45.0,21.34
2020-11-10,Chitwan,Narayani,20.74,Narayani Hydropower,45.0,22.86
2020-11-11,Chitwan,Narayani,25.8,Narayani Hydropower,45.0,27.61
2020-11-12,Chitwan,Narayani,19.9,Narayani Hydropower,45.0,23.43
2020-11-13,Chitwan,Narayani,19.67,Narayani Hydropower,45.0,22.64
2020-11-14,Chitwan,Narayani,17.08,Narayani Hydropower,45.0,20.18
2020-11-15,Chitwan,Narayani,16.49,Narayani Hydropower,45.0,20.25
2020-11-16,Chitwan,Narayani,14.57,Narayani Hydropower,45.0,17.59
2020-11-17,Chitwan,Narayani,14.25,Narayani Hydropower,45.0,17.22
2020-11-18,Chitwan,Narayani,16.68,Narayani Hydropower,45.0,19.56
2020-11-19,Chitwan,Narayani,17.95,Narayani Hydropower,45.0,20.11
2020-11-20,Chitwan,Narayani,20.47,Narayani Hydropower,45.0,22.62
2020-11-21,Chitwan,Narayani,15.45,Narayani Hydropower,45.0,17.92
2020-11-22,Chitwan,Narayani,16.71,Narayani Hydropower,45.0,20.27
2020-11-23,Chitwan,Narayani,15.23,Narayani Hydropower,45.0,18.64
2020-11-24,Chitwan,Narayani,18.52,Narayani Hydropower,45.0,22.1
2020-11-25,Chitwan,Narayani,19.32,Narayani Hydropower,45.0,20.77
2020-11-26,Chitwan,Narayani,16.65,Narayani Hydropower,45.0,20.73
2020-11-27,Chitwan,Narayani,17.72,Narayani Hydropower,45.0,19.56
2020-11-28,Chitwan,Narayani,19.21,Narayani Hydropower,45.0,20.97
2020-11-29,Chitwan,Narayani,17.53,Narayani Hydropower,45.0,19.99
2020-11-30,Chitwan,Narayani,16.27,Narayani Hydropower,45.0,20.04
2020-12-01,Chitwan,Narayani,16.92,Narayani Hydropower,45.0,19.98
2020-12-02,Chitwan,Narayani,17.26,Narayani Hydropower,45.0,19.99
2020-12-03,Chitwan,Narayani,19.23,Narayani Hydropower,45.0,21.25
2020-12-04,Chitwan,Narayani,19.01,Narayani Hydropower,45.0,20.7
2020-12-05,Chitwan,Narayani,15.69,Narayani Hydropower,45.0,19.4
2020-12-06,Chitwan,Narayani,17.37,Narayani Hydropower,45.0,20.72
2020-12-07,Chitwan,Narayani,18.47,Narayani Hydropower,45.0,22.01
2020-12-08,Chitwan,Narayani,18.68,Narayani Hydropower,45.0,21.58
2020-12-09,Chitwan,Narayani,18.25,Narayani Hydropower,45.0,19.31
2020-12-10,Chitwan,Narayani,18.57,Narayani Hydropower,45.0,20.44
2020-12-11,Chitwan,Narayani,18.72,Narayani Hydropower,45.0,21.65
2020-12-12,Chitwan,Narayani,19.64,Narayani Hydropower,45.0,21.85
2020-12-13,Chitwan,Narayani,17.17,Narayani Hydropower,45.0,19.73
2020-12-14,Chitwan,Narayani,15.67,Narayani Hydropower,45.0,18.12
2020-12-15,Chitwan,Narayani,13.23,Narayani Hydropower,45.0,16.91
2020-12-16,Chitwan,Narayani,17.15,Narayani Hydropower,45.0,20.32
2020-12-17,Chitwan,Narayani,15.61,Narayani Hydropower,45.0,18.97
2020-12-18,Chitwan,Narayani,16.87,Narayani Hydropower,45.0,19.43
2020-12-19,Chitwan,Narayani,13.63,Narayani Hydropower,45.0,16.92
2020-12-20,Chitwan,Narayani,15.23,Narayani Hydropower,45.0,17.61
2020-12-21,Chitwan,Narayani,17.56,Narayani Hydropower,45.0,20.32
2020-12-22,Chitwan,Narayani,15.2,Narayani Hydropower,45.0,16.93
2020-12-23,Chitwan,Narayani,18.03,Narayani Hydropower,45.0,19.81
2020-12-24,Chitwan,Narayani,16.25,Narayani Hydropower,45.0,19.07
2020-12-25,Chitwan,Narayani,16.6,Narayani Hydropower,45.0,20.96
2020-12-26,Chitwan,Narayani,17.25,Narayani Hydropower,45.0,19.04
2020-12-27,Chitwan,Narayani,18.68,Narayani Hydropower,45.0,20.53
2020-12-28,Chitwan,Narayani,16.96,Narayani Hydropower,45.0,20.01
2020-12-29,Chitwan,Narayani,15.5,Narayani Hydropower,45.0,19.58
2020-12-30,Chitwan,Narayani,15.72,Narayani Hydropower,45.0,18.9
2020-12-31,Chitwan,Narayani,18.1,Narayani Hydropower,45.0,21.29
2021-01-01,Chitwan,Narayani,16.39,Narayani Hydropower,45.0,19.19
2021-01-02,Chitwan,Narayani,17.7,Narayani Hydropower,45.0,20.2
2021-01-03,Chitwan,Narayani,17.12,Narayani Hydropower,45.0,20.07
2021-01-04,Chitwan,Narayani,18.03,Narayani Hydropower,45.0,20.38
2021-01-05,Chitwan,Narayani,17.17,Narayani Hydropower,45.0,20.5
2021-01-06,Chitwan,Narayani,16.32,Narayani Hydropower,45.0,18.39
2021-01-07,Chitwan,Narayani,18.91,Narayani Hydropower,45.0,22.08
2021-01-08,Chitwan,Narayani,18.76,Narayani Hydropower,45.0,21.41
2021-01-09,Chitwan,Narayani,15.17,Narayani Hydropower,45.0,18.17
2021-01-10,Chitwan,Narayani,18.59,Narayani Hydropower,45.0,20.2
2021-01-11,Chitwan,Narayani,19.39,Narayani Hydropower,45.0,21.25
2021-01-12,Chitwan,Narayani,18.06,Narayani Hydropower,45.0,21.56
2021-01-13,Chitwan,Narayani,17.01,Narayani Hydropower,45.0,19.8
2021-01-14,Chitwan,Narayani,15.84,Narayani Hydropower,45.0,19.05
2021-01-15,Chitwan,Narayani,16.91,Narayani Hydropower,45.0,19.32
2021-01-16,Chitwan,Narayani,16.77,Narayani Hydropower,45.0,19.7
2021-01-17,Chitwan,Narayani,16.32,Narayani Hydropower,45.0,18.53
2021-01-18,Chitwan,Narayani,15.85,Narayani Hydropower,45.0,18.96
2021-01-19,Chitwan,Narayani,15.26,Narayani Hydropower,45.0,18.57
2021-01-20,Chitwan,Narayani,17.73,Narayani Hydropower,45.0,20.74
2021-01-21,Chitwan,Narayani,17.43,Narayani Hydropower,45.0,19.73
2021-01-22,Chitwan,Narayani,16.8,Narayani Hydropower,45.0,19.54
2021-01-23,Chitwan,Narayani,17.92,Narayani Hydropower,45.0,21.03
2021-01-24,Chitwan,Narayani,20.04,Narayani Hydropower,45.0,22.26
2021-01-25,Chitwan,Narayani,17.2,Narayani Hydropower,45.0,19.92
2021-01-26,Chitwan,Narayani,19.26,Narayani Hydropower,45.0,23.04
2021-01-27,Chitwan,Narayani,16.0,Narayani Hydropower,45.0,18.5
2021-01-28,Chitwan,Narayani,18.99,Narayani Hydropower,45.0,22.27
2021-01-29,Chitwan,Narayani,18.66,Narayani Hydropower,45.0,20.57
2021-01-30,Chitwan,Narayani,17.67,Narayani Hydropower,45.0,20.89
2021-01-31,Chitwan,Narayani,19.79,Narayani Hydropower,45.0,22.68
2021-02-01,Chitwan,Narayani,18.21,Narayani Hydropower,45.0,20.62
2021-02-02,Chitwan,Narayani,15.99,Narayani Hydropower,45.0,18.33
2021-02-03,Chitwan,Narayani,16.28,Narayani Hydropower,45.0,18.15
2021-02-04,Chitwan,Narayani,18.03,Narayani Hydropower,45.0,20.41
2021-02-05,Chitwan,Narayani,17.5,Narayani Hydropower,45.0,20.66
2021-02-06,Chitwan,Narayani,14.7,Narayani Hydropower,45.0,17.28
2021-02-07,Chitwan,Narayani,15.91,Narayani Hydropower,45.0,19.01
2021-02-08,Chitwan,Narayani,16.27,Narayani Hydropower,45.0,18.42
2021-02-09,Chitwan,Narayani,15.33,Narayani Hydropower,45.0,18.3
2021-02-10,Chitwan,Narayani,19.08,Narayani Hydropower,45.0,20.9
2021-02-11,Chitwan,Narayani,16.25,Narayani Hydropower,45.0,19.22
2021-02-12,Chitwan,Narayani,17.51,Narayani Hydropower,45.0,20.05
2021-02-13,Chitwan,Narayani,18.79,Narayani Hydropower,45.0,20.65
2021-02-14,Chitwan,Narayani,18.69,Narayani Hydropower,45.0,20.91
2021-02-15,Chitwan,Narayani,19.82,Narayani Hydropower,45.0,21.61
2021-02-16,Chitwan,Narayani,15.29,Narayani Hydropower,45.0,17.67
2021-02-17,Chitwan,Narayani,17.34,Narayani Hydropower,45.0,20.86
2021-02-18,Chitwan,Narayani,19.92,Narayani Hydropower,45.0,22.07
2021-02-19,Chitwan,Narayani,21.02,Narayani Hydropower,45.0,21.62
2021-02-20,Chitwan,Narayani,16.76,Narayani Hydropower,45.0,19.34
2021-02-21,Chitwan,Narayani,15.9,Narayani Hydropower,45.0,19.47
2021-02-22,Chitwan,Narayani,17.58,Narayani Hydropower,45.0,19.95
2021-02-23,Chitwan,Narayani,15.75,Narayani Hydropower,45.0,19.66
2021-02-24,Chitwan,Narayani,18.21,Narayani Hydropower,45.0,20.4
2021-02-25,Chitwan,Narayani,18.96,Narayani Hydropower,45.0,21.88
2021-02-26,Chitwan,Narayani,16.43,Narayani Hydropower,45.0,20.02
2021-02-27,Chitwan,Narayani,14.21,Narayani Hydropower,45.0,17.63
2021-02-28,Chitwan,Narayani,14.88,Narayani Hydropower,45.0,17.28
2021-03-01,Chitwan,Narayani,16.43,Narayani Hydropower,45.0,18.87
2021-03-02,Chitwan,Narayani,13.85,Narayani Hydropower,45.0,17.65
2021-03-03,Chitwan,Narayani,17.72,Narayani Hydropower,45.0,20.03
2021-03-04,Chitwan,Narayani,15.58,Narayani Hydropower,45.0,19.21
2021-03-05,Chitwan,Narayani,19.4,Narayani Hydropower,45.0,21.62
2021-03-06,Chitwan,Narayani,19.66,Narayani Hydropower,45.0,22.2
2021-03-07,Chitwan,Narayani,15.17,Narayani Hydropower,45.0,17.53
2021-03-08,Chitwan,Narayani,16.72,Narayani Hydropower,45.0,19.31
2021-03-09,Chitwan,Narayani,16.68,Narayani Hydropower,45.0,19.12
2021-03-10,Chitwan,Narayani,19.32,Narayani Hydropower,45.0,21.99
2021-03-11,Chitwan,Narayani,21.57,Narayani Hydropower,45.0,23.63
2021-03-12,Chitwan,Narayani,18.11,Narayani Hydropower,45.0,21.14
2021-03-13,Chitwan,Narayani,21.39,Narayani Hydropower,45.0,23.09
2021-03-14,Chitwan,Narayani,18.7,Narayani Hydropower,45.0,20.74
2021-03-15,Chitwan,Narayani,23.19,Narayani Hydropower,45.0,24.86
2021-03-16,Chitwan,Narayani,17.84,Narayani Hydropower,45.0,19.99
2021-03-17,Chitwan,Narayani,20.86,Narayani Hydropower,45.0,23.78
2021-03-18,Chitwan,Narayani,22.67,Narayani Hydropower,45.0,24.28
2021-03-19,Chitwan,Narayani,22.02,Narayani Hydropower,45.0,23.66
2021-03-20,Chitwan,Narayani,29.4,Narayani Hydropower,45.0,29.02
2021-03-21,Chitwan,Narayani,31.33,Narayani Hydropower,45.0,29.61
2021-03-22,Chitwan,Narayani,22.01,Narayani Hydropower,45.0,22.7
2021-03-23,Chitwan,Narayani,31.43,Narayani Hydropower,45.0,28.78
